"State","County","Median Income","Population","COVID Cases","COVID per million","Unemployment","Percent of adults with less than a high school diploma","Percent of adults with a high school diploma only","Percent of adults completing some college degree","Percent of adults with a bachelor's degree or higher"
"Florida","Nassau",57877,76619,26,339.341416619898,3.2,8.6,32.7,30.4,28.2
"Florida","Okaloosa",48875,196512,69,351.123595505618,2.9,8.2,24.7,36.5,30.6
"Florida","Okeechobee",30661,39149,4,102.173746455848,3.7,25,38.4,25.2,11.4
"Florida","Orange",44647,1253001,763,608.938061501946,3.2,11.5,24.5,30.1,33.8
"Florida","Osceola",33346,310211,254,818.797528134077,3.6,13.2,31.9,34.3,20.5
"Florida","Palm Beach",79760,1397710,1136,812.758011318514,3.6,11.8,24.5,28,35.7
"Florida","Pasco",40313,485331,120,247.253935973593,3.8,11,33.1,32.5,23.4
"Florida","Pinellas",53455,938098,380,405.074949525529,3.3,8.9,28.3,31.9,31
"Florida","Polk",35463,634638,197,310.413180427267,4.1,15.2,35.4,29.4,20
"Florida","Putnam",31773,72143,19,263.365815117198,4.8,19.1,40.7,27.8,12.4
"Florida","Santa Rosa",44527,163422,65,397.743265900552,3.3,8.4,27.2,36.3,28.1
"Florida","Sarasota",64868,396962,172,433.290843959875,3.4,7.2,29.1,29.1,34.7
"Florida","Seminole",49049,442516,202,456.480669625505,3.2,5.7,21.7,34.3,38.2
"Florida","St. Johns",68149,217919,151,692.918010820534,2.9,5.4,21.4,29.4,43.7
"Florida","St. Lucie",39374,291028,118,405.459268523991,4.4,13.9,33.7,32.1,20.3
"Florida","Sumter",46100,114350,84,734.586794927853,5.1,8.4,30.2,30.2,31.1
"Florida","Suwannee",33068,44022,32,726.909272636409,3.7,18.5,39.3,27.5,14.7
"Florida","Taylor",30346,22582,1,44.2830573022761,3.8,22.6,43.3,26.8,7.4
"Florida","Union",22227,15190,2,131.665569453588,3.4,23.1,37.9,30.7,8.3
"Florida","Volusia",42374,507531,162,319.19232519787,3.7,10,32.2,34.2,23.6
"Florida","Wakulla",37026,31432,6,190.888266734538,3.1,12.1,35.9,33.6,18.4
"Florida","Walton",59728,61530,26,422.558101738989,3.1,11.5,27.6,32.5,28.4
"Florida","Washington",29414,24451,2,81.7962455523292,3.8,18.8,41.5,28,11.7
"Georgia","Appling",33268,18540,6,323.624595469256,4.3,25.5,38.3,26.5,9.7
"Georgia","Atkinson",30511,8223,4,486.440471847258,3.5,30.9,40.3,18.9,9.9
"Georgia","Bacon",33080,11281,10,886.446237035724,3.8,18.5,41.9,29.6,10.1
"Georgia","Baker",38666,3255,9,2764.97695852535,5.1,21.7,38.9,27.1,12.3
"Georgia","Baldwin",33203,45909,26,566.337755124268,5,15.6,36.4,27.1,20.9
"Georgia","Banks",36276,18295,3,163.979229297622,3.1,22.9,40.6,23.6,12.8
"Georgia","Barrow",36898,73240,40,546.149645002731,3.3,17,34.4,31.1,17.6
"Georgia","Bartow",38298,101736,187,1838.09074467249,3.8,17,33,30.6,19.5
"Georgia","Ben Hill",31436,17464,6,343.563902885937,5.9,17.3,44.2,26.4,12
"Georgia","Berrien",31535,18700,4,213.903743315508,4.2,21.9,42.3,23.9,11.8
"Georgia","Bibb",41709,153905,42,272.895617426334,4.5,14.3,31.6,28.5,25.7
"Georgia","Bleckley",33672,12795,1,78.1555295037124,5.7,12.4,41.7,28.7,17.2
"Georgia","Brantley",27413,18417,3,162.892979312592,4.5,20,46.6,25.2,8.2
"Georgia","Brooks",34944,15418,6,389.155532494487,3.9,17.2,38.1,29.5,15.2
"Georgia","Bryan",52456,33906,26,766.825930513773,3.4,8.1,25.6,33.8,32.6
"Georgia","Bulloch",32382,72087,10,138.721267357499,4.2,13.1,27.3,32.2,27.4
"Georgia","Burke",35524,22709,14,616.49566251266,6,20.8,37.4,29.1,12.6
"Georgia","Butts",34297,23368,17,727.490585415953,4,20.8,44,23.8,11.4
"Georgia","Calhoun",24638,6463,28,4332.35339625561,4.3,25.7,39.3,25.7,9.4
"Georgia","Camden",36113,52027,16,307.532627289677,4.2,8.2,31.5,35.8,24.5
"Georgia","Candler",31385,10888,4,367.376928728876,3.4,23.4,36.1,26.4,14.1
"Georgia","Carroll",38571,114093,177,1551.36599090216,4,16.3,33.2,30,20.6
"Georgia","Catoosa",35158,65621,7,106.67316865028,3.4,12.6,32.4,34.3,20.8
"Georgia","Charlton",24976,12897,3,232.612235403582,4.3,26.7,39.1,23.7,10.5
"Georgia","Chatham",47563,283379,117,412.874630794801,3.7,10.4,24.3,32.1,33.2
"Georgia","Chattahoochee",31115,11837,2,168.961730168117,5.6,7.2,25.9,33.6,33.4
"Georgia","Chattooga",30946,24939,4,160.391354905971,4.1,26.9,38.7,24.5,9.8
"Georgia","Cherokee",51137,230985,144,623.417105006819,3.1,8.6,22.8,31.6,37
"Georgia","Clarke",33970,120938,77,636.689874150391,4,12.9,21.1,23.3,42.7
"Georgia","Clay",31520,3102,10,3223.72662798195,7.7,20.2,42.3,29.5,7.9
"Georgia","Clayton",28020,267542,266,994.236418954781,4.9,15.3,32.9,32.3,19.5
"Georgia","Clinch",37548,6831,3,439.174352217831,4.6,29.2,31.7,28,11.1
"Georgia","Cobb",57162,730981,550,752.413537424365,3.4,8.2,18.7,26.6,46.5
"Georgia","Coffee",32644,42811,38,887.62234005279,4.5,22.6,38.6,25.6,13.2
"Georgia","Colquitt",32526,46102,69,1496.68127196217,3.8,26.2,39.4,22,12.5
"Georgia","Columbia",49473,139257,46,330.324507924198,3.5,7.4,24.9,32.6,35.1
"Georgia","Cook",32524,17214,3,174.276751481352,3.8,20.1,34.4,30,15.5
"Georgia","Coweta",46438,135571,79,582.720493320843,3.4,11.2,28.6,30.3,29.8
"Georgia","Crawford",33784,12387,2,161.459594736417,4.2,16.5,39.4,33.8,10.3
"Georgia","Crisp",32540,22934,46,2005.75564663818,4.9,19.9,39.1,27.3,13.7
"Georgia","Dade",35640,16389,1,61.0165354811154,3.6,20.9,35.8,29.5,13.9
"Georgia","Dawson",45201,22957,20,871.193971337718,3.3,14,28.6,27.1,30.4
"Georgia","DeKalb",50871,722161,645,893.152634938746,4,11,20.8,24.8,43.4
"Georgia","Decatur",36150,27220,17,624.540778839089,4.7,18.4,36.1,30.9,14.6
"Georgia","Dodge",30682,20976,8,381.3882532418,5.2,16.8,42.3,27.3,13.7
"Georgia","Dooly",28297,14188,28,1973.49873132224,4.6,24.8,39.6,24.3,11.3
"Georgia","Dougherty",34744,92407,939,10161.5678465917,5.1,17.5,29,32.1,21.4
"Georgia","Douglas",35230,138776,111,799.850118176054,4.1,12,30.7,30.1,27.1
"Georgia","Early",38945,10491,92,8769.42140882661,4.6,19.9,36,28.5,15.6
"Georgia","Echols",27880,4003,1,249.81264051961,3.2,28.5,38.2,24.5,8.8
"Georgia","Effingham",41942,55423,17,306.731862223265,3.3,12,37.8,30.1,20.1
"Georgia","Elbert",35448,19438,2,102.891243955139,4.8,22.6,43.1,23.5,10.8
"Georgia","Emanuel",32187,22755,3,131.8391562294,5.9,20.8,42.9,23.9,12.4
"Georgia","Fannin",35727,23753,10,420.999452700711,3.9,13.3,34.3,31.2,21.3
"Georgia","Fayette",63515,109664,79,720.382258535162,3.5,5.2,20.7,27.5,46.5
"Georgia","Floyd",38524,96063,89,926.475333895464,4.3,19,33.1,27.5,20.4
"Georgia","Forsyth",62580,204302,94,460.103180585604,3.1,7.2,16.6,24.5,51.7
"Georgia","Franklin",36672,22264,3,134.746676248653,3.8,20,40.1,26.3,13.5
"Georgia","Fulton",84386,996319,1124,1128.15273019987,4,7.9,18.3,22.4,51.4
"Georgia","Gilmer",35419,28829,3,104.061882132575,4.2,18.1,36.4,25.4,20
"Georgia","Glynn",46073,82175,29,352.905384849407,3.7,12.1,27,31.3,29.6
"Georgia","Gordon",36947,56047,25,446.054204506932,3.8,22.3,35.2,28.1,14.4
"Georgia","Grady",34899,25359,5,197.168658070113,3.9,19.7,37.8,28.3,14.1
"Georgia","Greene",55396,16490,21,1273.49909035779,4.2,16.8,33.6,23.7,25.8
"Georgia","Gwinnett",41458,877922,525,598.003011657072,3.5,12.3,22.8,28.8,36.1
"Georgia","Habersham",33925,43752,6,137.13658804169,3.7,21.8,33.7,25.8,18.7
"Georgia","Hall",43701,190761,196,1027.46368492512,3.2,21.6,27.5,26.9,24
"Georgia","Hancock",29917,8509,1,117.522623104948,6,28.5,42.9,19.8,8.8
"Georgia","Haralson",36508,28641,15,523.724730281764,3.9,19.3,36.6,30.1,14
"Georgia","Harris",47469,32876,12,365.007908504684,3.4,9.2,23.5,37.4,29.9
"Georgia","Hart",38125,25377,3,118.217283366828,3.6,19.6,36.7,28.6,15.1
"Georgia","Heard",31144,11603,3,258.553822287339,3.9,20.7,43.5,26,9.8
"Georgia","Henry",39184,213869,194,907.097335284684,4.1,9.6,31.1,31,28.3
"Georgia","Houston",42625,149111,79,529.806654103319,4,9.1,27.2,36.4,27.3
"Georgia","Irwin",32824,9104,9,988.576449912127,5.6,18.4,40.6,26.7,14.3
"Georgia","Jackson",42211,61870,21,339.421367383223,3,16.3,32.3,30.4,21
"Georgia","Jasper",40606,13432,6,446.694460988684,3.5,21.4,38.9,28.9,10.8
"Georgia","Jeff Davis",29943,14859,1,67.2992798977051,4.9,22.3,40.4,27.3,10
"Georgia","Jefferson",34034,16272,4,245.821042281219,5.3,24.9,41.3,22.8,11
"Georgia","Jenkins",29250,9125,7,767.123287671233,5.4,20.7,40.5,29.5,9.3
"Georgia","Johnson",26195,9701,6,618.492938872281,4,22.8,44,22.8,10.4
"Georgia","Jones",37618,28787,7,243.165317678119,3.7,12.6,36.7,30.6,20.1
"Georgia","Lamar",33079,18207,15,823.858955346845,4.6,13.3,40.1,29.5,17.1
"Georgia","Lanier",27561,10373,5,482.020630482985,4.4,20.6,35.7,27.3,16.4
"Georgia","Laurens",37372,47851,22,459.760506572485,4.8,14.9,43.4,26.2,15.6
"Georgia","Lee",47258,29191,195,6680.14113939228,3.6,9.4,30.8,34.2,25.6
"Georgia","Liberty",35805,65198,12,184.05472560508,4.3,9.1,32,40.6,18.3
"Georgia","Lincoln",37333,7622,5,655.99580162687,5,17.6,41.4,27.6,13.5
"Georgia","Long",27071,17113,1,58.4351078127739,4,14.8,31.5,38.1,15.5
"Georgia","Lowndes",37443,113523,44,387.586656448473,4.1,14.9,30,29.6,25.6
"Georgia","Lumpkin",37427,31176,9,288.683602771363,3.6,16.3,29.2,28.3,26.2
"Georgia","Macon",31028,13792,8,580.046403712297,6.2,27.2,34.1,30.1,8.6
"Georgia","Madison",36557,28312,9,317.886408589997,3.5,16.7,38,27.2,18
"Georgia","Marion",29333,8797,3,341.025349550983,5.1,23.1,38.1,25.8,13.1
"Georgia","McIntosh",29519,14214,3,211.059518784297,4,13.7,38.1,32.6,15.6
"Georgia","Meriwether",34847,21198,17,801.962449287669,5,20.9,38.9,28.8,11.5
"Georgia","Miller",40826,5958,15,2517.62336354481,3.7,17.7,38.1,31.9,12.3
"Georgia","Mitchell",35069,22771,90,3952.39559088314,5.4,25.3,38.2,25.5,11.1
"Georgia","Monroe",44790,27051,13,480.573731100514,3.7,15,33.9,24.8,26.3
"Georgia","Morgan",50541,17956,8,445.533526397861,3.6,13.5,34.8,30.9,20.8
"Georgia","Murray",29968,39410,11,279.116975386958,5.3,30.7,37.8,22.2,9.4
"Georgia","Muscogee",44149,200887,53,263.829914329947,5.1,12.7,27.3,33.9,26.2
"Georgia","Newton",33750,103675,65,626.959247648903,4.5,14.2,33.6,32.6,19.6
"Georgia","Oconee",66740,35093,32,911.862764653919,3,5.5,19.6,23.7,51.1
"Georgia","Oglethorpe",37709,14673,2,136.304777482451,3.7,20.6,36.6,25.8,16.9
"Georgia","Paulding",37727,148987,60,402.719700376543,3.4,9.9,33.1,32.8,24.1
"Georgia","Peach",38066,26922,16,594.309486665181,5.1,16,29,35.5,19.4
"Georgia","Pickens",47887,29997,10,333.366670000333,3.5,15.1,29.1,32.1,23.7
"Georgia","Pierce",36065,18991,28,1474.38260228529,3.8,16.3,44,27.7,11.9
"Georgia","Pike",39851,17784,10,562.303193882141,3.6,13,40.9,30.1,15.9
"Georgia","Polk",32368,41133,20,486.22760314103,4.2,20.9,39.6,27.3,12.2
"Georgia","Pulaski",30358,11483,8,696.682051728642,4.3,19.6,37.5,30.5,12.4
"Georgia","Putnam",41839,21192,5,235.938089845225,5,14.6,37.5,25.7,22.2
"Georgia","Quitman",30902,2315,3,1295.89632829374,5.5,32.4,34.3,24.2,9.1
"Georgia","Rabun",41128,16243,5,307.824909191652,4,15.8,34,25.4,24.8
"Georgia","Randolph",33238,7313,81,11076.1657322576,5.9,24.2,37.2,27,11.7
"Georgia","Richmond",38196,201368,74,367.486393071392,5.1,16.6,30.7,31.3,21.3
"Georgia","Rockdale",35244,87754,85,968.616815187912,4.4,11.8,31.5,30.2,26.5
"Georgia","Schley",30931,5163,10,1936.85841564982,4.7,15.7,35.3,36.1,12.9
"Georgia","Screven",35010,14085,3,212.992545260916,5.4,16.9,42.7,26.2,14.2
"Georgia","Seminole",40217,8686,12,1381.53350218743,5.3,14.5,39.6,31.5,14.4
"Georgia","Spalding",34772,63988,50,781.396511845971,4.7,18.1,39.4,26.1,16.4
"Georgia","Stephens",38915,25480,11,431.71114599686,4.5,16.5,36.7,24.6,22.1
"Georgia","Stewart",22771,5744,3,522.284122562674,4.7,28.4,42.2,18.2,11.2
"Georgia","Sumter",35847,31232,147,4706.71106557377,5.9,19.3,33.2,28.8,18.6
"Georgia","Talbot",34504,6390,6,938.967136150235,5,19.5,44.3,24.1,12
"Georgia","Tattnall",28406,25224,3,118.934348239772,4.2,24.6,39.1,23.2,13.2
"Georgia","Taylor",30141,8442,5,592.276711679697,6.5,21.8,37.5,29.5,11.2
"Georgia","Telfair",20923,16518,4,242.160067804819,6.8,29.7,45.9,16.1,8.4
"Georgia","Terrell",40325,9132,87,9526.938239159,6.6,23.4,31.9,32.4,12.3
"Georgia","Thomas",44355,44959,37,822.972041193087,4.7,17.4,30.9,28.7,23.1
"Georgia","Tift",37805,40704,43,1056.4072327044,4,18.2,34.5,30.8,16.5
"Georgia","Toombs",35517,27282,8,293.233633897808,5.8,19.1,38.5,26.6,15.8
"Georgia","Towns",37858,11098,2,180.212650928095,5.5,10.8,30.8,32.2,26.2
"Georgia","Treutlen",30119,6778,1,147.536146355857,5.8,25.5,38.9,21.9,13.6
"Georgia","Troup",36476,69469,46,662.165858152557,3.7,17.1,34.3,30.1,18.5
"Georgia","Turner",34396,8153,16,1962.4678032626,5.1,17.6,40.4,29.5,12.5
"Georgia","Twiggs",39530,8320,2,240.384615384615,5.9,29.2,37.6,23.8,9.4
"Georgia","Union",36581,21984,3,136.46288209607,3.6,11.1,34.2,32.3,22.4
"Georgia","Upson",35133,26256,28,1066.42291285801,4.4,20.1,35.9,30.3,13.7
"Georgia","Walker",32826,68218,4,58.6355507344103,3.9,18.1,36.2,29.7,15.9
"Georgia","Walton",40458,87615,24,273.925697654511,3.6,12.7,37.8,29.6,19.9
"Georgia","Ware",33906,35515,37,1041.8133183162,3.9,17.1,40.9,28.2,13.9
"Georgia","Warren",34598,5520,6,1086.95652173913,5,26.5,42.4,17.7,13.4
"Georgia","Washington",35296,20635,11,533.074872788951,5,19.8,42.5,23.7,14
"Georgia","Wayne",31954,29949,3,100.170289492137,4.6,18.1,40.6,28.5,12.9
"Georgia","Webster",33109,2649,4,1510.00377500944,6.3,22.5,44.8,21,11.7
"Georgia","Wheeler",19631,7995,1,125.078173858662,7.4,22,48.7,16.4,12.8
"Georgia","White",34961,27970,9,321.773328566321,3,14.9,31.6,32.1,21.4
"Georgia","Whitfield",38752,103542,21,202.816248478878,4.7,30.6,28.9,24.7,15.7
"Georgia","Wilcox",26712,8847,2,226.065332881203,5.2,17.7,48.4,22.5,11.4
"Georgia","Wilkes",39472,9940,5,503.018108651912,4.6,19.5,44.8,23.1,12.6
"Georgia","Wilkinson",35204,9326,3,321.681321037958,4.4,15.5,52.3,21.6,10.6
"Georgia","Worth",34380,20940,55,2626.55205348615,4.4,18.7,41.8,29.1,10.4
"Hawaii","Hawaii",42449,194190,23,118.440702404861,2.4,8.2,27.7,31.7,32.5
"Hawaii","Hawaii",42449,194190,23,118.440702404861,2.4,7.6,30.4,32.5,29.5
"Hawaii","Hawaii",42449,194190,23,118.440702404861,3,8.2,27.7,31.7,32.5
"Hawaii","Hawaii",42449,194190,23,118.440702404861,3,7.6,30.4,32.5,29.5
"Hawaii","Kauai",49416,70475,18,255.40971975878,2.5,8.2,30.1,32.2,29.5
"Idaho","Ada",52958,426236,419,983.023489334547,2.5,4.9,23,34.4,37.8
"Idaho","Adams",37452,3861,1,259.000259000259,5.5,10.4,37.7,32.9,19.1
"Idaho","Bannock",38160,83347,5,59.9901616134954,2.7,8.1,26.5,38.2,27.2
"Idaho","Bingham",36335,45269,2,44.180344164881,2.7,12.5,30,36.8,20.7
"Idaho","Blaine",113780,21482,423,19690.9040126618,2.4,11.6,22.1,28.1,38.2
"Idaho","Bonner",41209,41585,3,72.1413971383913,4.1,9.2,30.5,37.3,23.1
"Idaho","Bonneville",48287,108623,6,55.236920357567,2.4,8.3,26.1,35.5,30.1
"Idaho","Camas",38600,1039,1,962.463907603465,2.3,6.4,38,36.1,19.5
"Idaho","Canyon",32680,203143,104,511.954632943296,3.1,15.4,32,34.3,18.3
"Idaho","Caribou",39146,6837,1,146.262980839549,2.8,7.8,32.6,39.8,19.9
"Idaho","Cassia",45220,23540,5,212.404418011895,2.2,17.5,29.9,33.9,18.6
"Idaho","Custer",43185,4140,2,483.091787439614,4,10.6,29.8,36.5,23
"Idaho","Elmore",36855,26094,12,459.875833524948,3.3,10.6,28,44.9,16.4
"Idaho","Gem",37796,16866,8,474.327048499941,3.4,12.1,39.2,33.9,14.8
"Idaho","Gooding",52875,15064,3,199.150292087095,2.4,20.2,37.2,27.4,15.2
"Idaho","Idaho",35122,16215,3,185.013876040703,2.8,9.4,27.7,35.9,26.9
"Idaho","Idaho",35122,16215,3,185.013876040703,2.8,9.4,35.1,35.3,20.2
"Idaho","Idaho",35122,16215,3,185.013876040703,4.7,9.4,27.7,35.9,26.9
"Idaho","Idaho",35122,16215,3,185.013876040703,4.7,9.4,35.1,35.3,20.2
"Idaho","Jefferson",34900,27021,4,148.033011361534,2.3,10.9,27.7,38.8,22.6
"Idaho","Jerome",38184,22818,18,788.850907178543,2.5,22.3,32.7,30.1,14.9
"Idaho","Kootenai",44987,147326,43,291.869731072587,3.5,7.5,27.1,40.4,24.9
"Idaho","Latah",41341,38411,2,52.0684179011221,2.5,3.7,19.9,31.3,45.1
"Idaho","Lincoln",34821,5316,12,2257.33634311512,3.4,20.6,34.6,34.7,10.1
"Idaho","Madison",26407,38038,4,105.157999894842,1.7,4.1,15.7,43.9,36.4
"Idaho","Minidoka",38159,20323,3,147.616001574571,2.5,21.6,29.6,35.5,13.4
"Idaho","Nez Perce",44397,40007,15,374.934386482366,2.8,7.7,32.9,37.5,21.9
"Idaho","Owyhee",33372,11353,2,176.164890337356,3.6,25,34.3,29.5,11.2
"Idaho","Payette",38933,22836,6,262.743037309511,3.6,15,33.7,37.1,14.2
"Idaho","Teton",39858,10341,5,483.512232859491,2.2,7.1,16.2,35.2,41.5
"Idaho","Twin Falls",39623,80914,53,655.016437204934,2.7,12.2,27.9,39.3,20.6
"Idaho","Valley",49630,9826,2,203.541624262162,3.8,5.4,29.9,34.7,30.1
"Idaho","Washington",36225,10021,1,99.7904400758407,4.1,14.1,36.5,34.6,14.8
"Illinois","Adams",46886,66988,9,134.352421329193,3.9,7.4,34.5,33.3,24.8
"Illinois","Bond",37653,17269,3,173.72169784006,4.4,10.3,36.8,31.1,21.8
"Illinois","Boone",47437,53869,6,111.381313928233,5.8,13.8,35.2,27.7,23.2
"Illinois","Bureau",43931,33840,4,118.203309692671,5,8.4,38.4,33.5,19.7
"Illinois","Calhoun",42511,4956,1,201.775625504439,5.3,9.4,43.6,33.4,13.6
"Illinois","Carroll",42399,14715,5,339.789330615019,4.5,8.6,41.5,31.8,18.1
"Illinois","Champaign",45328,207133,65,313.808036382421,4.4,4.9,21.7,29,44.4
"Illinois","Christian",41724,33892,23,678.626224477753,5.3,11.2,41.9,30.3,16.6
"Illinois","Clark",43012,16180,4,247.218788627936,5.2,9.1,38.8,34.5,17.6
"Illinois","Clinton",48253,37857,11,290.567134215601,3.6,10.1,32.2,35.2,22.5
"Illinois","Coles",40995,53320,1,18.754688672168,4.8,9.5,30,34.9,25.6
"Illinois","Cook",62205,5246456,9509,1812.46159312115,4,13.3,23.3,25.4,38
"Illinois","Crawford",48332,19393,4,206.2599907183,5.4,13.1,29.9,40.4,16.6
"Illinois","Cumberland",43778,10833,1,92.3105326317733,4,10.4,40.1,33.8,15.8
"Illinois","De Witt",47205,16284,2,122.819945959224,5.1,8.9,36.9,32.8,21.3
"Illinois","DeKalb",40929,105462,26,246.534296713508,4.4,7.6,25.5,35.5,31.4
"Illinois","Douglas",51537,19889,10,502.790487203982,4.1,17.7,32.7,30.7,19
"Illinois","DuPage",72889,932708,795,852.35679333725,3.1,7.4,18.3,25.5,48.8
"Illinois","Effingham",50599,34320,1,29.1375291375291,3.7,7.4,36.4,33.8,22.5
"Illinois","Fayette",35456,21870,3,137.174211248285,5.3,17,39.7,31.6,11.7
"Illinois","Ford",52879,13688,5,365.283459964933,4.8,10,36,33.8,20.2
"Illinois","Franklin",37355,39411,2,50.7472533049149,6.1,12.3,32.7,39.1,15.9
"Illinois","Gallatin",44602,5291,1,189.000189000189,5.8,12,40.7,37.4,9.9
"Illinois","Grundy",51657,50425,10,198.314328210213,4.7,6.9,33,36.5,23.6
"Illinois","Henry",45072,49635,13,261.911957288204,5,9.8,33.8,33.7,22.6
"Illinois","Iroquois",43258,28879,7,242.390664496693,4.5,10.8,39.9,33.8,15.4
"Illinois","Jackson",37284,59677,20,335.137490155336,4.6,7.8,23.7,32.5,36
"Illinois","Jasper",45961,9623,3,311.753091551491,4.9,10.7,40.2,31.6,17.5
"Illinois","Jefferson",39581,38534,3,77.8533243369492,5.3,14,30.6,38,17.4
"Illinois","Jersey",41522,22571,4,177.218554782686,4.9,8.3,37.5,33.8,20.5
"Illinois","Jo Daviess",49061,22254,6,269.614451334592,4.4,8.2,37.1,30.9,23.8
"Illinois","Kane",51333,527306,255,483.590173447676,4.9,15.9,22.5,28.4,33.1
"Illinois","Kankakee",41290,111375,107,960.718294051627,5.4,12.1,33.6,33.3,21
"Illinois","Kendall",49033,121350,61,502.678203543469,3.5,7.9,23.4,33.3,35.4
"Illinois","Knox",39471,52069,1,19.2052852945131,5.3,11.2,36.2,34.1,18.5
"Illinois","Lake",78559,705186,923,1308.87453806513,4.5,9.4,21.1,24.4,45
"Illinois","Lawrence",29911,16519,2,121.072704158847,5.9,15.3,37,34.2,13.5
"Illinois","Lee",41788,34735,3,86.3682164963294,4.4,11.2,34.2,37,17.7
"Illinois","Livingston",44775,37903,10,263.83135899533,4.4,10.7,43.1,30.5,15.7
"Illinois","Logan",38339,29746,2,67.235930881463,4.7,11.1,35,33.6,20.4
"Illinois","Macon",48214,108350,12,110.752191970466,5.6,9.7,34.4,33.3,22.5
"Illinois","Macoupin",41607,46453,8,172.217079628872,4.9,9,38.6,33.1,19.4
"Illinois","Madison",46890,266560,63,236.344537815126,4.5,7.9,30.7,35.6,25.8
"Illinois","Marion",43059,38571,3,77.7786419849109,4.9,11.2,35.2,38.6,15
"Illinois","Marshall",46015,12014,1,83.236224404861,5.2,7.2,41.4,34.6,16.8
"Illinois","Mason",42510,13898,3,215.858396891639,6,11.2,44.2,29.3,15.4
"Illinois","Massac",38360,14905,2,134.183160013418,7,13.8,34.2,38.8,13.2
"Illinois","McHenry",55720,307283,156,507.675335114536,3.5,7.2,26.2,33,33.7
"Illinois","McLean",49180,174061,57,327.471403703299,4.2,4.1,25.1,26,44.8
"Illinois","Menard",47233,12570,2,159.108989657916,4,6.6,36.7,33.6,23.1
"Illinois","Mercer",45046,15945,2,125.431169645657,5.3,8.6,39.3,34.4,17.8
"Illinois","Monroe",58686,33722,12,355.850779906293,3.5,4,29.2,34.3,32.5
"Illinois","Montgomery",37717,29359,3,102.183316870466,5.9,13.4,39.9,31.1,15.6
"Illinois","Morgan",41359,34929,8,229.036044547511,4.4,8.3,40.7,31.1,19.9
"Illinois","Moultrie",62718,14837,2,134.798139785671,3.8,14.7,33.2,32.6,19.5
"Illinois","Ogle",46755,52085,10,191.993856196602,5,10.1,33.6,36.2,20
"Illinois","Peoria",51135,187319,13,69.4003277830866,5.5,9.6,27,33.1,30.4
"Illinois","Piatt",54258,16431,4,243.442273750837,4.3,6.4,34.1,31.6,27.9
"Illinois","Pike",42768,16022,1,62.41418050181,4.8,11.3,41.2,32.3,15.1
"Illinois","Randolph",36905,32869,29,882.290303933798,4.4,16.6,39.3,31.4,12.8
"Illinois","Richland",42555,16061,1,62.2626237469647,4.7,12.2,29.9,36.7,21.3
"Illinois","Rock Island",44802,146063,54,369.70348411302,5.2,11.1,29.9,35.8,23.2
"Illinois","Saline",39687,24612,2,81.2611734113441,6.5,13.6,28.5,40.2,17.8
"Illinois","Sangamon",48891,198997,32,160.806444318256,4.3,7.6,27.9,30.3,34.2
"Illinois","Shelby",41512,22048,2,90.711175616836,4.3,7.8,44.9,30.5,16.9
"Illinois","St. Clair",45061,265729,109,410.192338811345,5,9.2,28.6,34.9,27.3
"Illinois","Stephenson",42722,46435,6,129.212878216862,4.8,7.1,36,37.7,19.3
"Illinois","Tazewell",47862,135707,15,110.532249626033,4.9,7.4,31.9,34.3,26.4
"Illinois","Vermilion",39481,79728,5,62.7132249648806,6.2,11.9,41.1,31.9,15.1
"Illinois","Wabash",43571,11549,1,86.587583340549,4.5,9.5,30.8,42.6,17.2
"Illinois","Washington",51144,14337,2,139.499197879612,3,7.9,33.6,37.9,20.6
"Illinois","Whiteside",44016,56876,21,369.224277375343,4.6,9.7,37.1,34.8,18.5
"Illinois","Will",52953,685419,840,1225.52774288428,4,9.1,26.7,30.2,34
"Illinois","Williamson",44509,67008,8,119.388729703916,5.1,8.8,30.6,38,22.6
"Illinois","Winnebago",43742,288542,59,204.476298077923,5.7,12.3,32,33.1,22.6
"Illinois","Woodford",52928,39187,7,178.630668333886,4.1,5.5,32.1,30.9,31.6
"Indiana","Adams",39167,34791,2,57.4861314707827,2.6,15.9,39.7,29,15.3
"Indiana","Allen",46288,365918,90,245.956744407217,3.2,10.7,28.7,32.4,28.2
"Indiana","Bartholomew",49922,80217,55,685.64020095491,2.6,9.1,32.6,26,32.3
"Indiana","Blackford",37677,12401,4,322.554632690912,3.9,10.6,48.1,27.7,13.6
"Indiana","Boone",73531,61915,74,1195.1869498506,2.7,6.4,21.3,23.9,48.3
"Indiana","Brown",46785,14962,8,534.687875952413,3.2,8.8,32.6,31.2,27.4
"Indiana","Cass",38788,38438,12,312.191060929289,3.7,15.8,38.3,32,13.9
"Indiana","Clark",43763,114262,82,717.648912149271,3.4,10.8,34.2,34.1,20.9
"Indiana","Clay",38615,26562,7,263.534372411716,3.9,8.4,44.4,30.4,16.8
